ko_value,count,sample_path,sample_ja_value,sample_en_value,suggested_ko
Advanced WMS + Commerce Expansion,1,pages.pricingDetail.pro_s4,Advanced WMS + Commerce Expansion,Advanced WMS + Commerce Expansion,
Stock Adjustment·Location Mgmt·Barcode Integration,1,pages.pricingDetail.pro_s4i1,Stock Adjustment·Location Mgmt·Barcode Integration,Stock Adjustment·Location Mgmt·Barcode Integration,
Monthly Settlement Integration·Tax Invoice·Payment Approval,1,pages.pricingDetail.pro_s4i2,Monthly Settlement Integration·Tax Invoice·Payment Approval,Monthly Settlement Integration·Tax Invoice·Payment Approval,
3PL Add·Edit,1,pages.pricingDetail.pro_s4i3,3PL Add·Edit,3PL Add·Edit,
Collection Log Basic View,1,pages.pricingDetail.pro_s4i4,Collection Log Basic View,Collection Log Basic View,
AI Rule Engine & Automation (New),1,pages.pricingDetail.pro_s5,AI Rule Engine & Automation (New),AI Rule Engine & Automation (New),
AI Policy Setup·Rule List·Test,1,pages.pricingDetail.pro_s5i1,AI Policy Setup·Rule List·Test,AI Policy Setup·Rule List·Test,
Alert Evaluation Model,1,pages.pricingDetail.pro_s5i2,Alert Evaluation Model,Alert Evaluation Model,
Action Preset Management,1,pages.pricingDetail.pro_s5i3,Action Preset Management,Action Preset Management,
Approval Decision Automation,1,pages.pricingDetail.pro_s5i5,Approval Decision Automation,Approval Decision Automation,
Review & UGC Analytics (New),1,pages.pricingDetail.pro_s6,Review & UGC Analytics (New),Review & UGC Analytics (New),
Channel Review Collection·Sentiment Analysis,1,pages.pricingDetail.pro_s6i1,Channel Review Collection·Sentiment Analysis,Channel Review Collection·Sentiment Analysis,
AI Auto-Reply Draft Generation,1,pages.pricingDetail.pro_s6i2,AI Auto-Reply Draft Generation,AI Auto-Reply Draft Generation,
UGC (Instagram·YouTube) Performance Analysis,1,pages.pricingDetail.pro_s6i3,UGC (Instagram·YouTube) Performance Analysis,UGC (Instagram·YouTube) Performance Analysis,
SmartConnect Hub (New),1,pages.pricingDetail.pro_s7,SmartConnect Hub (New),SmartConnect Hub (New),
ERP·SCM·3PL Basic Integration Setup,1,pages.pricingDetail.pro_s7i1,ERP·SCM·3PL Basic Integration Setup,ERP·SCM·3PL Basic Integration Setup,
REST API / Webhook / SFTP Integration,1,pages.pricingDetail.pro_s7i2,REST API / Webhook / SFTP Integration,REST API / Webhook / SFTP Integration,
Field Mapping Setup,1,pages.pricingDetail.pro_s7i3,Field Mapping Setup,Field Mapping Setup,
Basic Sync Log View,1,pages.pricingDetail.pro_s7i4,Basic Sync Log View,Basic Sync Log View,
1st-Party Pixel + Data,1,pages.pricingDetail.pro_s8,1st-Party Pixel + Data,1st-Party Pixel + Data,
Pixel Code Install·Verification,1,pages.pricingDetail.pro_s8i1,Pixel Code Install·Verification,Pixel Code Install·Verification,
Real-time Event Stream View,1,pages.pricingDetail.pro_s8i2,Real-time Event Stream View,Real-time Event Stream View,
Attribution Analysis (Touch Model·ROAS),1,pages.pricingDetail.pro_s8i3,Attribution Analysis (Touch Model·ROAS),Attribution Analysis (Touch Model·ROAS),
Event Collection·Data Schema·Mapping,1,pages.pricingDetail.pro_s8i4,Event Collection·Data Schema·Mapping,Event Collection·Data Schema·Mapping,
API Key·Webhook·OAuth Integration,1,pages.pricingDetail.pro_s8i5,API Key·Webhook·OAuth Integration,API Key·Webhook·OAuth Integration,
Advanced Analytics & BI,1,pages.pricingDetail.pro_s9,Advanced Analytics & BI,Advanced Analytics & BI,
P&L by Channel·Product·Trend,1,pages.pricingDetail.pro_s9i2,P&L by Channel·Product·Trend,P&L by Channel·Product·Trend,
Anomaly Detection·Competitor AI Analysis,1,pages.pricingDetail.pro_s9i3,Anomaly Detection·Competitor AI Analysis,Anomaly Detection·Competitor AI Analysis,
Influencer Performance View,1,pages.pricingDetail.pro_s9i4,Influencer Performance View,Influencer Performance View,
Pro_tagline,1,pages.pricingDetail.pro_tagline,Pro_tagline,Pro_tagline,
Ad spend deduction,1,pages.reconciliation.adFeeCharged,Ad spend deduction,Ad Fee Deducted,
Ad Fee Rate,1,pages.reconciliation.adFeeRate,Ad Fee Rate,Ad Fee Rate,
Click a report for details,1,pages.reconciliation.clickReport,Click a report for details,Click a report for details,
Effective from:,1,pages.reconciliation.effectiveFrom,Effective from:,Effective from:,
Fee Rules Title,1,pages.reconciliation.feeRulesTitle,Fee Rules Title,Fee Rules Title,
Mismatch Tickets,1,pages.reconciliation.mismatchTickets,Mismatch Tickets,Mismatch Tickets,
Net Difference,1,pages.reconciliation.netDiffLabel,Net Difference,Net Difference,
P&L auto-updates on settlement changes,1,pages.reconciliation.pnlAutoUpdate,P&L auto-updates on settlement changes,P&L auto-updates on settlement changes,
🔴 Real-time P&L Operating Profit,1,pages.reconciliation.realtimePnl,🔴 Real-time P&L Operating Profit,🔴 Real-time P&L Operating Profit,
Recon Desc,1,pages.reconciliation.reconDesc,Recon Desc,Recon Desc,
Report Detail,1,pages.reconciliation.reportDetail,Report Detail,Report Detail,
Report ID,1,pages.reconciliation.reportId,Report ID,Report ID,
Report List,1,pages.reconciliation.reportList,Report List,Report List,
Rule History,1,pages.reconciliation.ruleHistory,Rule History,Rule History,
💾 Save Rules,1,pages.reconciliation.saveFeeRule,💾 Save Rules,💾 Save Rules,
Settlement Difference,1,pages.reconciliation.settleDiff,Settlement Difference,Settlement Difference,
Investigating,1,pages.reconciliation.status_investigating,Investigating,Investigating,
Status_open,1,pages.reconciliation.status_open,Status_open,Status_open,
⚙️ Fee Rules,1,pages.reconciliation.tabFeeRules,⚙️ Fee Rules,⚙️ Fee Rules,
Tab Reports,1,pages.reconciliation.tabReports,Tab Reports,Tab Reports,
🎫 Tickets,1,pages.reconciliation.tabTickets,🎫 Tickets,🎫 Tickets,
Tickets created,1,pages.reconciliation.ticketsCreated,Tickets created,Tickets created,
Tickets Title,1,pages.reconciliation.ticketsTitle,Tickets Title,Tickets Title,
Upload Hint,1,pages.reconciliation.uploadHint,Upload Hint,Upload Hint,
Uploading...,1,pages.reconciliation.uploading,Uploading...,Uploading...,
Upload Success,1,pages.reconciliation.uploadSuccess,Upload Success,Upload Success,
🌊 View in P&L Dashboard →,1,pages.reconciliation.viewPnl,🌊 View in P&L Dashboard →,🌊 View in P&L Dashboard →,
Add Recipient,1,pages.report.addRecipient,Add Recipient,Add Recipient,
Add Widget,1,pages.report.addWidget,Add Widget,Add Widget,
Excel Export,1,pages.report.exportExcel,Excel Export,Excel Export,
PDF Export,1,pages.report.exportPdf,PDF Export,PDF Export,
Next Run,1,pages.report.nextRun,Next Run,Next Run,
Report Name Ph,1,pages.report.reportNamePh,Report Name Ph,Report Name Ph,
Run Report,1,pages.report.runReport,Run Report,Run Report,
Schedule Report,1,pages.report.scheduleReport,Schedule Report,Schedule Report,
Select Dimensions,1,pages.report.selectDimensions,Select Dimensions,Select Dimensions,
Select Metrics,1,pages.report.selectMetrics,Select Metrics,Select Metrics,
Scheduled Reports,1,pages.report.tabScheduled,Scheduled Reports,Scheduled Reports,
Pay Remaining,1,payRemaining,,Pay Remaining,
 P D F,1,PDF,, P D F,
Per Contract,1,perContract,,Per contract,
Product Page,1,productPage,,Product Page,
⬇ PDF,1,reportBuilder.downloadPdf,⬇ PDF,⬇ PDF,
Q1 2026,1,reportBuilder.periodQ1,,Q1 2026,
var(--text-1),1,"rgba(99,140,255,0.12)",,,
⏸ Not Scanned,1,ruleEnginePage.auto.11t2zj,⏸ Not Scanned,⏸ Not Scanned,
📲 Social Media & Content,1,ruleEnginePage.auto.4wtmsx,📲 Social Media & Content,📲 Social Media & Content,
Key Detected,1,ruleEnginePage.auto.cc2qm0,Key Detected,Key Detected,
Event empty,1,ruleEnginePage.auto.event_empty,Event empty,Event empty,
Not Scanned,1,ruleEnginePage.auto.gzkv91,Not Scanned,Not Scanned,
Json err,1,ruleEnginePage.auto.json_err,Json err,Json err,
Security Guide,1,ruleEnginePage.auto.n2m798,Security Guide,Security Guide,
 Channels Analyzed. Please confirm the scanned keys.,1,ruleEnginePage.auto.new900, Channels Analyzed. Please confirm the scanned keys., Channels Analyzed. Please confirm the scanned keys.,
API Key Application,1,ruleEnginePage.auto.new901,API Key Application,API Key Application,
No Key,1,ruleEnginePage.auto.new904,No Key,No Key,
Application Done,1,ruleEnginePage.auto.new905,Application Done,Application Done,
Not arr,1,ruleEnginePage.auto.not_arr,Not arr,Not arr,
🏢 Closed Mall / Welfare,1,ruleEnginePage.auto.w394fd,🏢 Closed Mall / Welfare,🏢 Closed Mall / Welfare,
On Track,1,ruleEnginePage.budget.onTrack,On Track,On Track,
Performance by Ad Type,1,ruleEnginePage.dash.adTypePerf,Performance by Ad Type,Performance by Ad Type,
🤖 AI Ad Analysis,1,ruleEnginePage.dash.aiAdAnal,🤖 AI Ad Analysis,🤖 AI Ad Analysis,
Amazon US,1,ruleEnginePage.dash.amazonName,Amazon US,Amazon US,
Avg CTR,1,ruleEnginePage.dash.avgCtr,Avg CTR,Avg CTR,
Buyer Age Group,1,ruleEnginePage.dash.buyerAge,Buyer Age Group,Buyer Age Group,
Buyer Gender,1,ruleEnginePage.dash.buyerGender,Buyer Gender,Buyer Gender,
Cart Adds,1,ruleEnginePage.dash.cartAdds,Cart Adds,Cart Adds,
Category · Payment Method,1,ruleEnginePage.dash.catPay,Category · Payment Method,Category · Payment Method,
📊 Channel Perf.,1,ruleEnginePage.dash.channelPerf,📊 Channel Perf.,📊 Channel Perf.,
Click on a channel card or performance table below,1,ruleEnginePage.dash.chIntelDesc1,Click on a channel card or performance table below,Click on a channel card or performance table below,
to select a specific channel,1,ruleEnginePage.dash.chIntelDesc2,to select a specific channel,to select a specific channel,
view detailed channel analysis:,1,ruleEnginePage.dash.chIntelDesc4,view detailed channel analysis:,view detailed channel analysis:,
Channel Intelligence Report,1,ruleEnginePage.dash.chIntelReport,Channel Intelligence Report,Channel Intelligence Report,
Channel Performance Summary,1,ruleEnginePage.dash.chPerfSumm,Channel Performance Summary,Channel Performance Summary,
Click a channel card → 5-section analysis,1,ruleEnginePage.dash.clickChannelHint,Click a channel card → 5-section analysis,Click a channel card → 5-section analysis,
Click → 5-Section,1,ruleEnginePage.dash.clickForAnalysis,Click → 5-Section,Click → 5-Section,
Conv. Rate,1,ruleEnginePage.dash.convRate,Conv. Rate,Conv. Rate,
Coupon Applied,1,ruleEnginePage.dash.couponApplied,Coupon Applied,Coupon Applied,
Coupon Issued,1,ruleEnginePage.dash.couponIssued,Coupon Issued,Coupon Issued,
Cross Module Summary,1,ruleEnginePage.dash.crossModuleSummary,Cross Module Summary,Cross Module Summary,
👩 Female,1,ruleEnginePage.dash.femaleBuyer,👩 Female,👩 Female,
Purchase Complete,1,ruleEnginePage.dash.flowPurchase,Purchase Complete,Purchase Complete,
Inventory Value,1,ruleEnginePage.dash.inventoryValue,Inventory Value,Inventory Value,
Real-time · Total Orders,1,ruleEnginePage.dash.liveTotalOrd,Real-time · Total Orders,Real-time · Total Orders,
👨 Male,1,ruleEnginePage.dash.maleBuyer,👨 Male,👨 Male,
No activity,1,ruleEnginePage.dash.noActivity,No activity,No activity,
No channel data available,1,ruleEnginePage.dash.noChannelData,No channel data available,No channel data available,
No order results found.,1,ruleEnginePage.dash.noOrdersText,No order results found.,No order results found.,
No Security Issues,1,ruleEnginePage.dash.noSecurityIssues,No Security Issues,No Security Issues,
No trend data available,1,ruleEnginePage.dash.noTrendData,No trend data available,No trend data available,
Op. Profit,1,ruleEnginePage.dash.operatingProfit,Op. Profit,Op. Profit,
Own Mall,1,ruleEnginePage.dash.ownName,Own Mall,Own Mall,
Peak Hours:,1,ruleEnginePage.dash.peakHourStr,Peak Hours:,Peak Hours:,
Peak Time,1,ruleEnginePage.dash.peakTime,Peak Time,Peak Time,
Pending Orders,1,ruleEnginePage.dash.pendingOrders,Pending Orders,Pending Orders,
Click a platform card to see,1,ruleEnginePage.dash.platClickHint1,Click a platform card to see,Click a platform card to see,
"Buyer gender, age, region, category",1,ruleEnginePage.dash.platClickHint2,"Buyer gender, age, region, category","Buyer gender, age, region, category",
Detail analysis provided,1,ruleEnginePage.dash.platClickHint3,Detail analysis provided,Detail analysis provided,
Revenue Share by Platform,1,ruleEnginePage.dash.platRevShare,Revenue Share by Platform,Revenue Share by Platform,
Recent Orders (Click → Detail Search),1,ruleEnginePage.dash.recentOrdersClick,Recent Orders (Click → Detail Search),Recent Orders (Click → Detail Search),
Conversion Analysis by Region,1,ruleEnginePage.dash.regDist,Conversion Analysis by Region,Conversion Analysis by Region,
Orders by Region,1,ruleEnginePage.dash.regionOrders,Orders by Region,Orders by Region,
Check Inventory Alerts,1,ruleEnginePage.dash.roleCommerce1,Check Inventory Alerts,Check Inventory Alerts,
Check Near-Stockout Products,1,ruleEnginePage.dash.roleCommerce1Desc,Check Near-Stockout Products,Check Near-Stockout Products,
Order Processing Status,1,ruleEnginePage.dash.roleCommerce2,Order Processing Status,Order Processing Status,
Check Unprocessed Orders,1,ruleEnginePage.dash.roleCommerce2Desc,Check Unprocessed Orders,Check Unprocessed Orders,
Returns/Exchange Management,1,ruleEnginePage.dash.roleCommerce3,Returns/Exchange Management,Returns/Exchange Management,
Process Return Requests,1,ruleEnginePage.dash.roleCommerce3Desc,Process Return Requests,Process Return Requests,
System Errors,1,ruleEnginePage.dash.roleDev1,System Errors,System Errors,
Check Error Logs,1,ruleEnginePage.dash.roleDev1Desc,Check Error Logs,Check Error Logs,
API Key Management,1,ruleEnginePage.dash.roleDev2,API Key Management,API Key Management,
Renew Expiring Keys,1,ruleEnginePage.dash.roleDev2Desc,Renew Expiring Keys,Renew Expiring Keys,
Review Schema Changes,1,ruleEnginePage.dash.roleDev3Desc,Review Schema Changes,Review Schema Changes,
P&L Status,1,ruleEnginePage.dash.roleFinance1,P&L Status,P&L Status,
Check Today's P&L,1,ruleEnginePage.dash.roleFinance1Desc,Check Today's P&L,Check Today's P&L,
Settlement Reconciliation,1,ruleEnginePage.dash.roleFinance2,Settlement Reconciliation,Settlement Reconciliation,
Review Unmatched Transactions,1,ruleEnginePage.dash.roleFinance2Desc,Review Unmatched Transactions,Review Unmatched Transactions,
Generate Report,1,ruleEnginePage.dash.roleFinance3,Generate Report,Generate Report,
Create Weekly Report,1,ruleEnginePage.dash.roleFinance3Desc,Create Weekly Report,Create Weekly Report,
Crisis Response Guide,1,ruleEnginePage.dash.roleMarketer1,Crisis Response Guide,Crisis Response Guide,
Check ROAS declining channels,1,ruleEnginePage.dash.roleMarketer1Desc,Check ROAS declining channels,Check ROAS declining channels,
Campaign Optimization Suggestions,1,ruleEnginePage.dash.roleMarketer2,Campaign Optimization Suggestions,Campaign Optimization Suggestions,
AI-based Auto Optimization,1,ruleEnginePage.dash.roleMarketer2Desc,AI-based Auto Optimization,AI-based Auto Optimization,
Team Feedback Review,1,ruleEnginePage.dash.roleMarketer3,Team Feedback Review,Team Feedback Review,
CRM Insights Review,1,ruleEnginePage.dash.roleMarketer3Desc,CRM Insights Review,CRM Insights Review,
Logistics Issues,1,ruleEnginePage.dash.roleOps1,Logistics Issues,Logistics Issues,
Check Shipping Delays,1,ruleEnginePage.dash.roleOps1Desc,Check Shipping Delays,Check Shipping Delays,
Asia Logistics,1,ruleEnginePage.dash.roleOps2,Asia Logistics,Asia Logistics,
Overseas Logistics Status,1,ruleEnginePage.dash.roleOps2Desc,Overseas Logistics Status,Overseas Logistics Status,
Warehouse Management,1,ruleEnginePage.dash.roleOps3,Warehouse Management,Warehouse Management,
Monitor Inventory Levels,1,ruleEnginePage.dash.roleOps3Desc,Monitor Inventory Levels,Monitor Inventory Levels,
Security Alert,1,ruleEnginePage.dash.securityAlert,Security Alert,Security Alert,
We provide customized dashboards,1,ruleEnginePage.dash.selectRoleDesc,We provide customized dashboards,We provide customized dashboards,
Please Select Your Role,1,ruleEnginePage.dash.selectRoleTitle,Please Select Your Role,Please Select Your Role,
Settlement Chs,1,ruleEnginePage.dash.settlementChs,Settlement Chs,Settlement Chs,
Shopee SG,1,ruleEnginePage.dash.shopeeName,Shopee SG,Shopee SG,
Naver Store,1,ruleEnginePage.dash.smartstoreName,Naver Store,Naver Store,
Settlement Complete,1,ruleEnginePage.dash.syncSettled,Settlement Complete,Settlement Complete,
Threat Detected,1,ruleEnginePage.dash.threatDetected,Threat Detected,Threat Detected,
threats detected,1,ruleEnginePage.dash.threatsDetected,threats detected,threats detected,
Top Regions,1,ruleEnginePage.dash.topRegRev,Top Regions,Top Regions,
 times,1,ruleEnginePage.dash.unitTimes, times, times,
Ad Account,1,ruleEnginePage.marketing.adAccountFilter,Ad Account,Ad Account,
Sub Account 1,1,ruleEnginePage.marketing.adFilterSub,Sub Account 1,Sub Account 1,
Ad Meta Dynamic Chart Performance,1,ruleEnginePage.marketing.adMetaDynChart,Ad Meta Dynamic Chart Performance,Ad Meta Dynamic Chart Performance,
Performance during the selected active period.,1,ruleEnginePage.marketing.adTableSub,Performance during the selected active period.,Performance during the selected active period.,
Ad Performance Detail (Campaign/Ad Set),1,ruleEnginePage.marketing.adTableTitle,Ad Performance Detail (Campaign/Ad Set),Ad Performance Detail (Campaign/Ad Set),
Ai Reason Detail,1,ruleEnginePage.marketing.aiReasonDetail,Ai Reason Detail,Ai Reason Detail,
Approved By,1,ruleEnginePage.marketing.approvedBy,Approved By,Approved By,
Bg Period Monthly,1,ruleEnginePage.marketing.bgPeriodMonthly,Bg Period Monthly,Bg Period Monthly,
Bg Period Quarterly,1,ruleEnginePage.marketing.bgPeriodQuarterly,Bg Period Quarterly,Bg Period Quarterly,
Bg Period Yearly,1,ruleEnginePage.marketing.bgPeriodYearly,Bg Period Yearly,Bg Period Yearly,
Bg Planner,1,ruleEnginePage.marketing.bgPlannerDesc,Bg Planner,Bg Planner,
Google（YouTube）,1,ruleEnginePage.marketing.ch_google,Google（YouTube）,Google（YouTube）,
CPA Cost,1,ruleEnginePage.marketing.colCpa,CPA Cost,CPA Cost,
Col Item Name,1,ruleEnginePage.marketing.colItemName,Col Item Name,Col Item Name,
Actual Conversions,1,ruleEnginePage.marketing.colResultConv,Actual Conversions,Actual Conversions,
Default Team,1,ruleEnginePage.marketing.defaultTeam,Default Team,Default Team,
Explain Cat Insight,1,ruleEnginePage.marketing.explainCatInsight,Explain Cat Insight,Explain Cat Insight,
Explain Ch Why,1,ruleEnginePage.marketing.explainChWhy,Explain Ch Why,Explain Ch Why,
Explain Edit Note,1,ruleEnginePage.marketing.explainEditNote,Explain Edit Note,Explain Edit Note,
Explain Title,1,ruleEnginePage.marketing.explainTitle,Explain Title,Explain Title,
Mem Access Saved,1,ruleEnginePage.marketing.memAccessSaved,Mem Access Saved,Mem Access Saved,
Average CPC,1,ruleEnginePage.marketing.metricCpc,Average CPC,Average CPC,
Average CPM,1,ruleEnginePage.marketing.metricCpm,Average CPM,Average CPM,
Average CTR,1,ruleEnginePage.marketing.metricCtr,Average CTR,Average CTR,
Return on Ad Spend (ROAS),1,ruleEnginePage.marketing.metricRoas,Return on Ad Spend (ROAS),Return on Ad Spend (ROAS),
Daily Spend,1,ruleEnginePage.marketing.metricSpend,Daily Spend,Daily Spend,
Detailed Ad Media Performance,1,ruleEnginePage.marketing.mktHierTitle,Detailed Ad Media Performance,Detailed Ad Media Performance,
🔴 LIVE,1,ruleEnginePage.marketing.realModeLabel,🔴 LIVE,🔴 LIVE,
Status Approved,1,ruleEnginePage.marketing.statusApproved,Status Approved,Status Approved,
Status Paused,1,ruleEnginePage.marketing.statusPaused,Status Paused,Status Paused,
Status Pending,1,ruleEnginePage.marketing.statusPending,Status Pending,Status Pending,
Status Rejected,1,ruleEnginePage.marketing.statusRejected,Status Rejected,Status Rejected,
Ad Set Level,1,ruleEnginePage.marketing.tabAdset,Ad Set Level,Ad Set Level,
Root_page Title_ai Policy,1,ruleEnginePage.root_pageTitle_aiPolicy,Root_page Title_ai Policy,Root_page Title_ai Policy,
Root_page Title_approvals,1,ruleEnginePage.root_pageTitle_approvals,Root_page Title_approvals,Root_page Title_approvals,
Root_page Title_integration Hub,1,ruleEnginePage.root_pageTitle_integrationHub,Root_page Title_integration Hub,Root_page Title_integration Hub,
Root_page Title_marketing,1,ruleEnginePage.root_pageTitle_marketing,Root_page Title_marketing,Root_page Title_marketing,
Root_page Title_onboarding,1,ruleEnginePage.root_pageTitle_onboarding,Root_page Title_onboarding,Root_page Title_onboarding,
Root_page Title_writeback,1,ruleEnginePage.root_pageTitle_writeback,Root_page Title_writeback,Root_page Title_writeback,
Add a comment to the current view...,1,ruleEnginePage.super.aaAddCmt,Add a comment to the current view...,Add a comment to the current view...,
🔷 Data Warehouse,1,ruleEnginePage.super.conTabDw,🔷 Data Warehouse,🔷 Data Warehouse,
🟢 Connected,1,ruleEnginePage.super.ihConnected,🟢 Connected,🟢 Connected,
Connecting...,1,ruleEnginePage.super.ihConnecting,Connecting...,Connecting...,
📊 Widget Library,1,ruleEnginePage.super.rbLib,📊 Widget Library,📊 Widget Library,
🛠️ Custom Report Builder,1,ruleEnginePage.super.rbTitle,🛠️ Custom Report Builder,🛠️ Custom Report Builder,
Adjust Inventory,1,ruleEnginePage.wms.adjustInventory,Adjust Inventory,Adjust Inventory,
Stock adjustment will be reflected in In/Out tab.,1,ruleEnginePage.wms.auditAdjAlert,Stock adjustment will be reflected in In/Out tab.,Stock adjustment will be reflected in In/Out tab.,
All SKUs,1,ruleEnginePage.wms.auditAllSku,All SKUs,All SKUs,
🔧 Bulk Adjust,1,ruleEnginePage.wms.auditBulkAdj,🔧 Bulk Adjust,🔧 Bulk Adjust,
Book Stock,1,ruleEnginePage.wms.auditColBook,Book Stock,Book Stock,
Count Input,1,ruleEnginePage.wms.auditColInput,Count Input,Count Input,
✅ Completed,1,ruleEnginePage.wms.auditCompleted,✅ Completed,✅ Completed,
{n} SKUs uncounted. Complete?,1,ruleEnginePage.wms.auditConfirmMsg,{n} SKUs uncounted. Complete?,{n} SKUs uncounted. Complete?,
🔄 Counting,1,ruleEnginePage.wms.auditCounting,🔄 Counting,🔄 Counting,
Audit Date,1,ruleEnginePage.wms.auditDateLabel,Audit Date,Audit Date,
Discrepancy,1,ruleEnginePage.wms.auditDiffQty,Discrepancy,Discrepancy,
🖨️ Diff Report,1,ruleEnginePage.wms.auditDiffReport,🖨️ Diff Report,🖨️ Diff Report,
⚠️ Discrepancy Items,1,ruleEnginePage.wms.auditDiscTitle,⚠️ Discrepancy Items,⚠️ Discrepancy Items,
📝 Draft,1,ruleEnginePage.wms.auditDraft,📝 Draft,📝 Draft,
📈 Excess,1,ruleEnginePage.wms.auditExcess,📈 Excess,📈 Excess,
Movement History,1,ruleEnginePage.wms.auditLogBtn,Movement History,Movement History,
Delete History,1,ruleEnginePage.wms.auditLogClearBtn,Delete History,Delete History,
Delete all history? This cannot be undone.,1,ruleEnginePage.wms.auditLogClearConfirm,Delete all history? This cannot be undone.,Delete all history? This cannot be undone.,
Immutable log of all stock changes. Up to 500 records.,1,ruleEnginePage.wms.auditLogDesc,Immutable log of all stock changes. Up to 500 records.,Immutable log of all stock changes. Up to 500 records.,
No movement history recorded.,1,ruleEnginePage.wms.auditLogEmpty,No movement history recorded.,No movement history recorded.,
Stock Movement History (Audit Trail),1,ruleEnginePage.wms.auditLogTitle,Stock Movement History (Audit Trail),Stock Movement History (Audit Trail),
No Issues,1,ruleEnginePage.wms.auditNoDiff,No Issues,No Issues,
✅ Normal,1,ruleEnginePage.wms.auditNormal,✅ Normal,✅ Normal,
📉 Short,1,ruleEnginePage.wms.auditShort,📉 Short,📉 Short,
🔄 Start,1,ruleEnginePage.wms.auditStartBtn,🔄 Start,🔄 Start,
Total Discrepancy Qty,1,ruleEnginePage.wms.auditTotalDiff,Total Discrepancy Qty,Total Discrepancy Qty,
+ Add Bundle,1,ruleEnginePage.wms.bdlAddBtn,+ Add Bundle,+ Add Bundle,
+ Add,1,ruleEnginePage.wms.bdlAddComp,+ Add,+ Add,
Assemblable,1,ruleEnginePage.wms.bdlAssemble,Assemblable,Assemblable,
Components (BOM),1,ruleEnginePage.wms.bdlBomTitle,Components (BOM),Components (BOM),
Bundle Name,1,ruleEnginePage.wms.bdlNameLabel,Bundle Name,Bundle Name,
Bdl Name Ph,1,ruleEnginePage.wms.bdlNamePh,Bdl Name Ph,Bdl Name Ph,
New Bundle,1,ruleEnginePage.wms.bdlNewTitle,New Bundle,New Bundle,
Bundle Registration Complete:,1,ruleEnginePage.wms.bdlRegAlert,Bundle Registration Complete:,Bundle Registration Complete:,
📦 Ship 1 Set,1,ruleEnginePage.wms.bdlShip1,📦 Ship 1 Set,📦 Ship 1 Set,
📦 Ship 10 Sets,1,ruleEnginePage.wms.bdlShip10,📦 Ship 10 Sets,📦 Ship 10 Sets,
Bundle Shipment:,1,ruleEnginePage.wms.bdlShipAlert,Bundle Shipment:,Bundle Shipment:,
Bundle SKU,1,ruleEnginePage.wms.bdlSkuLabel,Bundle SKU,Bundle SKU,
+ Add Carrier,1,ruleEnginePage.wms.carrAddBtn,+ Add Carrier,+ Add Carrier,
Total Registered,1,ruleEnginePage.wms.carrAllReg,Total Registered,Total Registered,
API Connected,1,ruleEnginePage.wms.carrApiDone,API Connected,API Connected,
API Key,1,ruleEnginePage.wms.carrApiKeyLabel,API Key,API Key,
Enter API Key,1,ruleEnginePage.wms.carrApiKeyPh,Enter API Key,Enter API Key,
Enter API Key first.,1,ruleEnginePage.wms.carrApiKeyRequired,Enter API Key first.,Enter API Key first.,
✏️ Edit Carrier,1,ruleEnginePage.wms.carrEditTitle,✏️ Edit Carrier,✏️ Edit Carrier,
❌ Auth failed for {name},1,ruleEnginePage.wms.carrFailMsg,❌ Auth failed for {name},❌ Auth failed for {name},
❌ Failed,1,ruleEnginePage.wms.carrIntegFail,❌ Failed,❌ Failed,
✅ Connected,1,ruleEnginePage.wms.carrIntegOk,✅ Connected,✅ Connected,
🔑 Key Registered,1,ruleEnginePage.wms.carrKeyReg,🔑 Key Registered,🔑 Key Registered,
🔄 Testing {name} API...,1,ruleEnginePage.wms.carrLoadingMsg,🔄 Testing {name} API...,🔄 Testing {name} API...,
Name and code required.,1,ruleEnginePage.wms.carrNameRequired,Name and code required.,Name and code required.,
➕ New Carrier,1,ruleEnginePage.wms.carrNewTitle,➕ New Carrier,➕ New Carrier,
Not Connected,1,ruleEnginePage.wms.carrNoApi,Not Connected,Not Connected,
⚠️ Not Connected,1,ruleEnginePage.wms.carrNoInteg,⚠️ Not Connected,⚠️ Not Connected,
✅ {name} API connected,1,ruleEnginePage.wms.carrOkMsg,✅ {name} API connected,✅ {name} API connected,
🔌 Test,1,ruleEnginePage.wms.carrTestBtn,🔌 Test,🔌 Test,
🔄 Testing,1,ruleEnginePage.wms.carrTestLoading,🔄 Testing,🔄 Testing,
✅ Re-test,1,ruleEnginePage.wms.carrTestOk,✅ Re-test,✅ Re-test,
Tracking URL,1,ruleEnginePage.wms.carrTrackUrlLabel,Tracking URL,Tracking URL,
✓ Approve,1,ruleEnginePage.wms.combApproveBtn,✓ Approve,✓ Approve,
✓ Approved,1,ruleEnginePage.wms.combApproved,✓ Approved,✓ Approved,
Bundle Carrier,1,ruleEnginePage.wms.combCarrierLabel,Bundle Carrier,Bundle Carrier,
💡 Bundle multiple orders from the same buyer into one package.,1,ruleEnginePage.wms.combInfo,💡 Bundle multiple orders from the same buyer into one package.,💡 Bundle multiple orders from the same buyer into one package.,
📋 Bundle Request List,1,ruleEnginePage.wms.combListTitle,📋 Bundle Request List,📋 Bundle Request List,
Order Numbers,1,ruleEnginePage.wms.combOrderListLabel,Order Numbers,Order Numbers,
Enter order numbers.,1,ruleEnginePage.wms.combOrderRequired,Enter order numbers.,Enter order numbers.,
⏳ Pending,1,ruleEnginePage.wms.combPending,⏳ Pending,⏳ Pending,
